filename,fsim,fid,lpips
image_7951_label_[2].jpeg,0.9070239663124084,118.32037353515625,0.07839395105838776
image_4634_label_[7].jpeg,0.9521176815032959,118.32037353515625,0.07211454957723618
image_8055_label_[2].jpeg,0.8914840817451477,118.32037353515625,0.0821952223777771
image_644_label_[9].jpeg,0.8885297179222107,118.32037353515625,0.10928792506456375
image_8175_label_[3].jpeg,0.8188678026199341,118.32037353515625,0.12063475698232651
image_4045_label_[7].jpeg,0.8221580982208252,118.32037353515625,0.1565321683883667
image_3601_label_[0].jpeg,0.9180430769920349,118.32037353515625,0.10869494080543518
image_7396_label_[8].jpeg,0.9139657020568848,118.32037353515625,0.08897098898887634
image_982_label_[0].jpeg,0.8857371807098389,118.32037353515625,0.0748751312494278
image_6717_label_[0].jpeg,0.9162707924842834,118.32037353515625,0.03293299302458763
image_3049_label_[3].jpeg,0.9110558032989502,118.32037353515625,0.11451305449008942
image_118_label_[2].jpeg,0.7967779040336609,118.32037353515625,0.15573252737522125
image_4396_label_[9].jpeg,0.9242714643478394,118.32037353515625,0.06377606093883514
image_4693_label_[4].jpeg,0.8659675717353821,118.32037353515625,0.16058596968650818
image_5038_label_[4].jpeg,0.8603832125663757,118.32037353515625,0.08681431412696838
image_7611_label_[7].jpeg,0.8921684622764587,118.32037353515625,0.04914316162467003
image_8695_label_[4].jpeg,0.8516824245452881,118.32037353515625,0.094496950507164
image_5858_label_[7].jpeg,0.9221001863479614,118.32037353515625,0.06701159477233887
image_3939_label_[9].jpeg,0.9259762763977051,118.32037353515625,0.1459682434797287
image_8562_label_[2].jpeg,0.8865617513656616,118.32037353515625,0.017649682238698006
image_1690_label_[2].jpeg,0.8845794200897217,118.32037353515625,0.04423382878303528
image_7647_label_[6].jpeg,0.8674938082695007,118.32037353515625,0.064766064286232
image_3481_label_[7].jpeg,0.8417036533355713,118.32037353515625,0.13080203533172607
image_2781_label_[7].jpeg,0.8684159517288208,118.32037353515625,0.10408784449100494
image_3516_label_[9].jpeg,0.9094716310501099,118.32037353515625,0.040516678243875504
image_5022_label_[2].jpeg,0.7905575037002563,118.32037353515625,0.0736563429236412
image_3003_label_[2].jpeg,0.895403265953064,118.32037353515625,0.08645771443843842
image_1042_label_[5].jpeg,0.8564245104789734,118.32037353515625,0.08833248168230057
image_895_label_[1].jpeg,0.8983964323997498,118.32037353515625,0.08371184021234512
image_781_label_[1].jpeg,0.899592936038971,118.32037353515625,0.08872473984956741
image_3720_label_[2].jpeg,0.8528758883476257,118.32037353515625,0.12402410805225372
image_9279_label_[8].jpeg,0.9352865815162659,118.32037353515625,0.07575608789920807
image_9310_label_[3].jpeg,0.8229719996452332,118.32037353515625,0.11649985611438751
image_9801_label_[6].jpeg,0.9148672819137573,118.32037353515625,0.14055180549621582
image_3155_label_[8].jpeg,0.8904738426208496,118.32037353515625,0.11493370682001114
image_5562_label_[4].jpeg,0.9373102784156799,118.32037353515625,0.13297945261001587
image_6713_label_[2].jpeg,0.8319359421730042,118.32037353515625,0.05829324573278427
image_2400_label_[0].jpeg,0.8318239450454712,118.32037353515625,0.1509222835302353
image_4506_label_[1].jpeg,0.8222549557685852,118.32037353515625,0.09763999283313751
image_5548_label_[8].jpeg,0.9334993362426758,118.32037353515625,0.1626032292842865
image_3659_label_[6].jpeg,0.9095269441604614,118.32037353515625,0.1315697729587555
image_7756_label_[5].jpeg,0.9378084540367126,118.32037353515625,0.08221957087516785
image_6978_label_[4].jpeg,0.9483267664909363,118.32037353515625,0.1308150589466095
image_9873_label_[2].jpeg,0.8651078343391418,118.32037353515625,0.07839631289243698
image_1978_label_[6].jpeg,0.8879538774490356,118.32037353515625,0.07376796752214432
image_1562_label_[6].jpeg,0.8643487095832825,118.32037353515625,0.0637177973985672
image_4388_label_[2].jpeg,0.8798480033874512,118.32037353515625,0.12619280815124512
image_3046_label_[8].jpeg,0.8576746582984924,118.32037353515625,0.11344457417726517
image_929_label_[0].jpeg,0.9144238829612732,118.32037353515625,0.1316172480583191
image_6689_label_[8].jpeg,0.9077745079994202,118.32037353515625,0.11472678184509277
image_3999_label_[9].jpeg,0.932236909866333,118.32037353515625,0.11624769121408463
image_4707_label_[7].jpeg,0.9579431414604187,118.32037353515625,0.03640630096197128
image_6988_label_[4].jpeg,0.8946877717971802,118.32037353515625,0.1630048155784607
image_6535_label_[5].jpeg,0.9327177405357361,118.32037353515625,0.0403987392783165
image_3984_label_[6].jpeg,0.8687376976013184,118.32037353515625,0.11905505508184433
image_8325_label_[8].jpeg,0.8892723321914673,118.32037353515625,0.09365598112344742
image_5900_label_[4].jpeg,0.8637094497680664,118.32037353515625,0.1506676822900772
image_4255_label_[9].jpeg,0.9219804406166077,118.32037353515625,0.054261356592178345
image_6017_label_[9].jpeg,0.8943270444869995,118.32037353515625,0.03889405354857445
image_2338_label_[6].jpeg,0.8238221406936646,118.32037353515625,0.1663508117198944
image_4953_label_[0].jpeg,0.8859442472457886,118.32037353515625,0.08674301952123642
image_8830_label_[9].jpeg,0.9003933668136597,118.32037353515625,0.11508055776357651
image_9773_label_[9].jpeg,0.8889150619506836,118.32037353515625,0.15393933653831482
image_4191_label_[9].jpeg,0.8762173652648926,118.32037353515625,0.09887997061014175
image_5335_label_[9].jpeg,0.8823050856590271,118.32037353515625,0.049756914377212524
